customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15706552,521,France,Male,37,7,94472.74315420099,1,0,1,126626.15063251226,0
15750181,520,Germany,Male,42,9,106150.9352645502,2,0,0,76102.21295302191,0
15659428,521,Spain,Female,37,6,0.0,2,1,1,155553.0610521061,0
15732963,702,Spain,Female,30,9,0.0,2,1,1,55122.94851648898,0
15794171,493,France,Female,45,0,122739.38535624783,1,1,0,110362.10655836436,1
15788448,525,Spain,Female,30,2,137291.5211546388,1,1,1,88428.68790839934,0
15729599,791,Spain,Male,33,6,90622.4060463469,1,0,1,118095.73144059272,0
15717426,850,France,Male,36,7,0.0,1,1,1,40812.9,0
15585768,607,Germany,Male,44,3,92380.45120446502,2,0,1,123163.30746912197,0
15619360,472,Spain,Male,40,4,0.0,1,1,0,70154.22,0
15738148,499,France,Female,52,6,125050.23881770566,1,1,0,109891.82792322944,1
15687946,556,France,Female,61,2,117419.35,1,1,1,94153.83,0
15755196,834,France,Female,49,2,131394.56,1,0,0,194365.76,1
15684171,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0
15754849,739,France,Female,33,5,114138.20301567874,2,1,1,127967.8646361431,0
15602280,834,Germany,Female,29,8,135327.47455366666,2,1,1,99441.57158211047,1
15771573,628,Germany,Female,39,8,140520.01221398613,1,1,1,64567.04211908527,1
15766205,539,Germany,Male,37,3,117410.06664639579,1,1,1,90858.1290233989,0
15771873,805,Germany,Female,43,2,113012.32653427725,2,1,0,88320.17883763839,0
15616550,695,Germany,Male,44,10,98584.05945622704,2,1,0,70089.267933034,0
15768193,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0
15683553,775,France,Female,37,5,0.0,2,0,0,67967.23084390599,0
15702298,641,Germany,Male,42,8,132473.86767492667,1,0,0,146522.99182038696,1
15569590,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1
15760861,619,France,Male,43,1,125211.92,1,1,1,113410.49,0
15630053,661,France,Male,45,6,137298.00325324183,1,1,0,119970.51393525714,0
15647091,670,Germany,Male,23,0,59287.56579611893,1,0,0,109195.3094871,0
15623944,517,France,Female,62,5,23760.710408516054,1,1,0,63729.87784237687,1
15804771,596,France,Male,54,5,13768.044335614337,1,1,1,143007.48652136893,0
15651280,760,France,Male,33,4,116809.03670914742,1,0,0,132439.47714743044,0
15773469,667,France,Female,28,8,151227.70317099176,2,0,0,141460.93717653558,0
15702014,590,Spain,Male,34,2,23517.86258474129,2,0,0,36755.59584777454,0
15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0
15592461,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0
15789484,811,Spain,Female,35,7,168217.74842439545,2,1,1,112700.50878653051,0
15696061,627,France,Female,39,1,105509.85422279012,1,1,0,131868.61423303248,0
15641582,745,Germany,Male,42,9,116314.642885859,2,1,1,156831.8647185172,0
15638424,672,Germany,Female,41,3,143003.2740273436,2,0,1,63623.30408563409,0
15755648,644,France,Female,23,7,131205.4011385738,1,1,0,123420.65898984413,0
15703793,740,Germany,Male,50,4,133988.86303586588,3,1,0,42327.93817381701,1
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,0
15812518,702,Spain,Female,39,1,145873.74512268967,1,1,1,86370.82874462307,0
15779052,613,Spain,Female,25,4,145012.5045801502,2,1,1,96298.5792319081,0
15770811,519,France,Male,36,9,0.0,2,0,1,145562.4,0
15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0,0
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,0
15662085,681,France,Female,31,9,0.0,1,1,1,157197.56421678414,0
15575185,645,Spain,Male,33,5,72860.28014659659,1,0,1,123345.45085807923,0
15803136,432,Germany,Male,41,9,121372.97209868058,2,1,0,111307.70069047304,0
15706021,640,France,Female,33,3,100097.4357249372,2,0,0,112513.16075179949,0
15663706,766,France,Female,32,3,0.0,1,1,0,126253.8708214491,1
15641732,575,France,Female,35,4,0.0,2,0,0,113211.4938722652,0
15701164,525,France,Female,33,3,113596.1895151987,1,1,1,140864.69223398177,0
15738751,510,France,Female,46,3,0.0,2,1,0,41436.67011969832,0
15805254,662,France,Female,71,9,0.0,2,1,1,144909.26808364666,0
15762418,731,Spain,Male,21,2,122359.85031821314,1,1,0,103860.55307547557,1
15625759,743,France,Male,31,9,0.0,2,1,0,117977.68277943913,0
15622897,648,France,Female,45,4,0.0,2,1,0,105903.2425400402,1
15767954,634,France,Female,28,3,91477.85890557333,2,1,1,44788.9749795197,0
15757535,653,Spain,Female,44,4,0.0,3,1,1,68430.59957129166,0
15731511,811,France,Male,45,5,116496.94070417291,2,1,0,155804.50781172028,0
15809248,502,France,Male,36,10,0.0,2,1,0,88386.99258506091,0
15640635,769,France,Male,29,8,0.0,2,1,1,172290.61,0
15676966,720,France,Male,42,4,0.0,2,0,1,135195.16500333382,0
15699461,528,Spain,Male,35,9,125095.27593413237,1,0,1,133865.1992469414,0
15738721,760,Spain,Male,39,9,106555.60191680765,1,0,1,79039.1637297964,0
15693683,788,Germany,Male,31,7,94610.94730718507,2,1,1,153618.31823805918,0
15604348,677,Spain,Male,22,8,0.0,2,0,0,71865.32242171028,0
15633059,432,France,Male,33,9,0.0,2,0,0,114467.9241336847,0
15808582,665,France,Female,40,6,0.0,1,1,1,161848.03,0
15743192,599,France,Female,41,5,0.0,2,0,0,96704.25940719733,0
15580146,738,France,Male,31,9,82674.15,1,1,0,41970.72,0
15776605,524,Spain,Male,35,7,0.0,2,1,0,111795.86909502649,0
15804919,649,Spain,Female,66,1,44672.253882609984,1,1,1,123420.5597947481,1
15613854,584,Spain,Female,46,4,79055.35590298104,2,1,1,105944.86674789833,1
15599195,613,Germany,Male,31,1,79798.44161863172,1,1,1,66228.22942367248,0
15812878,779,France,Female,37,2,131025.25227740959,1,0,1,113166.45121952117,0
15602312,649,Spain,Male,36,6,144210.5262944437,1,0,0,77883.7124320507,0
15744689,502,Germany,Male,34,9,107410.56015777013,1,1,0,171806.78123729723,1
15803526,707,Germany,Male,31,3,92184.62912765147,1,1,1,91339.17177181209,0
15665790,562,Germany,Male,37,7,116465.49792071615,2,1,0,65425.48802154456,0
15715951,562,France,Male,41,3,102386.12724959891,1,0,0,97421.30209091671,0
15591100,663,Spain,Male,38,9,108877.14164569139,1,0,1,135740.11880953045,0
15609618,718,Germany,Male,30,9,130640.72231398054,2,1,1,144360.86569825816,1
15675522,612,Germany,Female,31,7,125983.4680823315,2,1,1,85195.36509355647,0
15705512,661,Germany,Female,40,5,158712.16798526625,1,1,0,123975.52121346955,0
15698028,506,France,Female,41,1,0.0,2,1,0,31766.3,0
15661670,583,Germany,Female,34,8,126228.77361687277,1,1,0,64760.27861066948,1
15600781,697,Germany,Male,33,4,177686.52009018333,2,1,0,41795.323968943834,0
15682472,808,France,Male,33,9,135067.4801664056,2,0,0,111789.57442696122,0
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0
15690673,647,France,Female,40,7,0.0,2,1,0,76545.48710471897,0
15760085,695,France,Male,50,9,101258.84830086338,1,1,1,92625.58601936065,0
15779659,626,France,Female,34,3,0.0,1,0,0,45815.56514784239,0
15627360,444,France,Male,43,8,126427.96010469827,1,1,0,123380.40184059979,1
15671137,547,France,Female,52,2,0.0,1,1,1,104808.86202337181,1
15782688,590,Germany,Male,55,0,131905.5845164144,1,1,0,80203.23893023255,1
15575492,828,France,Female,41,7,0.0,2,1,0,171378.77,0
15591607,763,France,Male,27,8,119545.52372061614,1,1,0,92181.03354503446,0
15740404,758,France,Female,34,3,0.0,2,1,1,124226.16,0
15718369,805,France,Female,30,9,130191.560682645,1,1,1,90835.86886329816,0
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0
15642004,686,France,Male,25,1,0.0,2,0,1,16459.37,0
15712543,802,Germany,Male,38,8,134112.20143659867,2,1,1,155006.22376413012,0
15584518,575,France,Female,47,5,114599.4885349467,2,1,1,103059.32296273868,0
15802381,459,France,Female,33,6,87304.93473866278,1,0,1,62016.1464724146,0
15610156,641,France,Male,39,2,133390.51288433888,1,0,1,92856.19822476109,0
15594408,564,France,Male,52,2,157886.97413566694,1,1,0,80475.18964640953,1
15640905,589,Spain,Female,32,1,123155.64405474588,2,0,1,65429.52508735384,1
15698932,737,France,Male,44,9,134338.62400259776,1,1,0,164474.94271818094,0
15724944,663,France,Male,34,7,0.0,2,1,1,180427.24,0
15628145,679,France,Female,42,5,119351.33904455269,1,1,1,74873.82215595993,0
15713483,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1
15612350,685,Spain,Female,32,5,45483.64454279531,1,1,0,59872.17804640874,1
15800703,485,France,Female,22,3,131137.21030276845,1,1,1,99784.84376129735,0
15705707,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0
15754105,701,France,Male,35,7,106413.24657692786,1,0,0,88381.50227623928,0
15703264,747,France,Male,44,8,121179.25446000212,1,1,0,162568.55042181665,0
15794413,448,France,Male,32,2,26117.623833432794,2,0,1,83756.43787456065,0
15650237,762,Spain,Female,33,6,0.0,2,1,0,103293.47754634284,0
15759618,534,France,Female,49,8,0.0,1,1,0,31437.996276561695,1
15811589,713,Spain,Male,41,8,0.0,2,1,0,108027.53079025868,0
15689044,551,France,Male,37,2,122488.15251268155,1,1,0,177947.70458933976,0
15709368,614,France,Female,43,6,0.0,2,1,1,109041.53,0
15679145,647,France,Male,57,7,0.0,1,1,0,86981.44266891795,1
15655007,741,France,Female,33,8,0.0,2,0,0,129249.3542946096,0
15623595,569,Spain,Male,28,3,0.0,2,1,1,108429.72587949879,0
15589975,644,France,Female,72,6,88436.02377410504,1,0,1,75433.71819197679,0
15804017,617,France,Female,36,6,123051.397070591,1,0,0,71491.20632506379,0
15692132,718,Spain,Female,31,4,95526.3387976968,1,1,1,129387.01148645158,0
15641122,684,France,Male,30,2,0.0,2,1,0,83473.82,0
15630910,801,France,Female,48,6,128054.19644051486,1,0,0,45682.62612748869,0
15680772,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0
15658929,685,Spain,Male,34,3,134558.58709194936,1,1,0,92491.84873858186,0
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0
15724623,659,France,Female,30,7,109757.13284348269,1,1,0,94893.8280778283,1
15588537,631,Spain,Female,42,8,121845.35579289225,1,1,0,114820.55494665852,0
15574692,665,Spain,Female,41,3,0.0,2,1,0,49154.52343078964,0
15611325,676,Germany,Male,24,9,8309.746145281693,2,0,0,123965.60680079428,0
15587562,518,France,Female,30,3,126594.21178767526,1,1,0,79854.73478163677,0
15613172,625,Germany,Male,29,5,87916.54347217799,2,1,0,50986.419308620905,0
15651022,578,Germany,Male,44,10,132466.0025825219,1,1,0,175683.93670709184,1
15586310,578,France,Male,30,4,169462.09,1,1,0,112187.11,0
15625524,512,France,Male,40,5,0.0,2,1,1,146457.83,0
15755209,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0
15645248,522,France,Female,28,1,0.0,2,1,1,80691.59108668298,0
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0
15762615,580,Spain,Female,41,8,106913.54509577465,1,0,1,135578.3974549439,0
15625426,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1
15716334,850,France,Female,46,2,146009.91671608403,1,1,1,101791.91003492463,0
15789669,510,France,Male,65,2,0.0,2,1,1,48071.61,0
15621075,756,Germany,Female,42,1,162313.04525269545,2,1,0,121017.65293148735,0
15810845,636,France,Male,42,2,0.0,2,1,1,55470.78,0
15719377,797,France,Female,54,4,0.0,1,1,1,78584.72204693855,1
15654506,514,France,Male,32,8,0.0,2,1,0,95857.18,0
15771977,730,France,Female,39,1,99010.67,1,1,0,194945.8,0
15708710,522,Spain,Female,30,1,0.0,1,0,1,54632.410280986405,0
15726676,651,Spain,Female,30,5,0.0,2,0,1,77198.23587821274,0
15587421,658,Germany,Female,40,8,119844.39062731057,2,1,0,41738.972550719576,0
15726931,723,France,Female,38,8,41815.504775258996,2,0,0,124966.06646622902,0
15771086,524,France,Female,35,4,84600.85976411644,2,1,0,127168.80098646738,0
15756850,491,France,Male,41,2,0.0,2,1,0,61976.810667965154,0
15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42,0
15679200,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0
15594815,807,France,Male,35,3,174790.15,1,1,1,600.36,0
15635905,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0
15777892,727,Germany,Male,34,4,105731.96545683144,1,1,1,61838.74242376234,0
15656176,444,France,Male,59,8,0.0,2,1,1,111430.54587544661,0
15811127,521,France,Male,35,6,96423.84,1,1,0,10488.44,0
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0
15600974,569,Spain,Male,50,6,0.0,1,0,0,120120.43417641975,1
15727868,713,France,Female,37,2,126590.12916293384,2,1,1,102049.0969845489,1
15627801,562,France,Male,35,4,169817.55683383154,1,1,0,141588.30222406815,0
15773039,550,France,Male,37,3,0.0,1,1,1,179670.31,0
15755262,537,Spain,Female,45,4,112839.42716159699,1,1,0,68940.58452955574,1
15679531,618,France,Male,34,5,134954.53,1,1,1,151954.39,0
15684181,643,France,Male,45,5,0.0,1,1,0,142513.5,1
15612087,674,France,Male,41,3,98881.63329339445,1,0,1,94570.36969704305,0
15752047,696,Germany,Male,36,2,129933.92601611288,2,1,0,70215.00457371889,0
15624592,603,France,Male,31,8,0.0,2,1,1,169915.02,0
15573152,625,France,Female,42,10,0.0,2,0,0,140626.2504485963,0
15594917,676,France,Female,34,1,63095.01,1,1,1,40645.81,0
15785542,598,Germany,Male,27,4,166622.34114670532,2,0,0,129904.63372061367,0
15723488,691,Germany,Male,48,8,105681.59415842994,1,1,1,80780.6050827639,1
15680920,695,France,Male,46,7,49512.55,1,1,0,133007.34,0
15786308,730,France,Female,33,9,0.0,2,0,0,168616.78025520794,0
15659366,775,France,Male,43,1,89255.79365624832,2,1,0,114946.75577768081,0
15774854,586,France,Male,53,7,0.0,1,1,1,71150.99408356463,1
15725311,726,France,Female,31,9,114722.05,2,1,1,98178.57,0
15787155,579,Spain,Male,32,8,0.0,1,0,1,125468.82371470271,0
15727829,567,France,Male,42,2,0.0,2,1,1,167984.61,0
15733247,843,France,Male,31,9,0.0,1,1,0,107842.003172071,1
15568748,685,Germany,Male,44,7,101861.53175691528,1,1,1,93914.39831186857,1
15699029,670,France,Male,37,4,170557.91,2,1,0,198252.88,0
15774393,694,France,Female,30,9,0.0,2,1,1,26960.31,0
15676895,563,Germany,Female,36,6,80197.77741582974,3,1,1,75189.49169753067,0
15637753,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1
15605461,577,France,Male,30,3,123088.46219016767,1,1,0,64901.94867745511,0
15808473,673,France,Male,72,1,0.0,2,0,1,111981.19,0
15627000,642,France,Male,40,1,0.0,2,1,0,92492.46978251832,0
15787174,525,France,Female,38,1,0.0,2,0,1,44967.84967716191,0
15723886,772,Germany,Male,23,2,123471.66333533805,2,0,1,94319.48484563925,0
15704769,538,France,Female,63,5,84608.64554204454,2,0,1,55219.7269643024,0
15772896,778,Germany,Female,49,5,108536.65374916077,1,1,0,109033.82424237388,1
15711540,712,France,Female,29,2,0.0,1,1,1,144375.0,0
15764866,592,Germany,Female,44,3,112891.29567805662,2,1,0,132834.3180748214,0
15794056,649,France,Female,40,2,0.0,3,1,0,82842.42368553975,1
15795149,698,France,Male,28,2,15062.454537249505,2,0,1,64937.73167848349,0
15812009,629,Spain,Male,37,5,0.0,2,1,0,109324.47872973487,0
15651001,723,Germany,Female,39,4,112582.36861695604,1,1,0,187408.992545681,0
15813844,703,France,Male,37,8,112025.85329327894,2,0,1,69448.24098823164,0
15596175,656,Germany,Male,67,7,149070.38157957452,1,1,1,152647.55448877023,1
15576269,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0
15797219,634,France,Female,40,10,134655.02275492199,1,1,0,126248.13241870642,1
15685500,742,Germany,Male,26,6,137202.5073160652,2,1,0,141880.52139606202,0
15599792,545,France,Female,26,1,0.0,2,1,1,199638.56,0
15657566,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0
15772423,718,Germany,Male,55,9,121693.42703200097,1,1,0,114302.43164908499,1
15628112,762,Germany,Female,32,5,88427.75367974187,1,0,0,144091.3836840953,0
15753754,541,France,Female,35,1,0.0,2,1,1,58799.45545126591,0
15793726,673,France,Female,72,2,0.0,2,0,1,50764.96210877472,0
15694717,570,Germany,Male,35,3,82851.38755225833,1,1,1,35455.01071314416,0
15665834,652,France,Male,32,8,0.0,1,0,0,105321.9299610793,0
15765297,744,France,Male,37,0,0.0,2,0,1,69142.1631396808,0
15636684,721,France,Male,34,9,0.0,2,1,1,102571.59345031797,0
15592979,642,Germany,Female,33,6,21916.09726163937,2,0,0,138941.29786477346,0
15750803,699,France,Female,30,6,134588.91706024512,1,1,1,10931.23120980908,0
15607178,850,Germany,Male,32,3,66928.738610325,1,1,1,105318.7416376862,0
15713853,702,Germany,Male,39,8,76940.86351833315,2,1,1,138145.94211897472,0
15673481,694,Spain,Male,47,6,110313.87897637131,1,1,0,85045.93374522193,0
15686776,557,France,Female,32,6,184686.41,2,1,0,14956.44,0
15673693,676,France,Female,26,0,107598.39355077503,1,0,1,96017.47603071504,0
15700696,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0
15813163,541,Spain,Male,34,7,159728.6818673121,1,1,0,138451.95922538982,0
15653857,492,France,Male,34,1,0.0,2,1,1,84199.06181805972,0
15777076,651,France,Male,36,7,0.0,2,1,0,13898.31,0
15717398,553,Spain,Female,42,7,27983.9128963876,1,1,0,19482.759505815746,1
15799217,788,Germany,Female,37,6,64439.275344259906,1,1,0,154666.8846780792,0
15787071,605,France,Male,41,9,0.0,2,1,1,89587.01283749151,0
15619955,707,Germany,Male,34,4,131689.7745637041,3,1,0,71939.76887515631,0
15796505,802,Germany,Female,35,1,111411.216323915,2,1,1,67122.62659348857,0
15725166,707,France,Male,30,8,0.0,2,1,0,33159.37,0
15800116,751,Germany,Male,29,4,106199.71577382449,1,0,1,91463.72904509383,0
15758685,704,Spain,Female,38,7,0.0,2,1,1,98127.69275539425,0
15694456,760,France,Female,61,3,0.0,1,1,1,77417.1798194625,1
15767339,764,France,Female,49,10,0.0,2,1,0,78340.11591015971,0
15683562,651,Spain,Male,36,4,87883.3174747204,1,0,1,105336.16606020706,0
15782210,714,France,Male,46,1,0.0,1,1,0,152167.79,1
15668893,742,France,Male,37,7,0.0,2,1,1,94626.65094269949,0
15669169,785,Spain,Male,30,10,0.0,2,1,1,9136.913132089614,0
15643024,532,Germany,Male,33,4,128376.03119129638,1,1,1,92639.634233247,1
15699389,807,France,Male,42,7,118274.71,1,1,1,25885.72,0
15708608,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
15626144,675,France,Male,40,7,113208.86,2,1,0,34577.36,0
15573112,642,Spain,Male,32,5,116152.41879211704,1,1,0,127167.38581826366,0
15790678,492,France,Female,32,8,125788.88445500436,1,1,0,63116.733837529035,0
15727556,749,Spain,Female,34,6,161551.5566276753,1,1,1,83944.03725489907,0
15697307,574,Spain,Male,30,9,0.0,2,1,0,92533.71393519834,0
15652266,727,Germany,Male,39,9,68953.57450450177,1,0,1,151485.32509745107,0
15607098,748,Spain,Female,40,5,22253.766428901,2,1,0,103094.41394381615,0
15655774,583,France,Male,27,7,0.0,2,1,0,51285.49,0
15590241,731,Germany,Female,33,8,116816.2497046801,1,0,0,84120.67545339203,1
15785819,681,France,Male,38,3,0.0,2,1,1,112491.96,0
15723654,759,France,Male,28,2,135822.4511471834,1,1,0,89264.32505250827,0
15774510,705,France,Female,32,4,123580.47672921393,1,1,1,99225.95714082809,0
15684173,636,Spain,Female,41,8,0.0,3,1,0,93870.97580418378,1
15650068,547,France,Male,60,1,133001.03139468966,1,1,1,153666.76086681295,0
15811490,630,France,Male,33,4,0.0,2,1,1,106327.46219682334,0
15803976,695,France,Female,29,9,0.0,2,1,0,98022.6926042416,0
15682541,641,France,Male,36,6,132491.40621056443,1,0,0,92913.50240198664,0
15695699,687,France,Male,35,8,0.0,2,1,0,10334.05,0
15624188,712,France,Female,33,6,0.0,2,1,1,190686.16,0
15812191,553,France,Male,33,4,118082.89,1,0,0,94440.45,0
15636673,667,France,Male,31,1,119266.69,1,1,1,28257.63,0
15594898,701,France,Male,42,2,0.0,1,1,1,69917.87409866475,0
15660211,634,Germany,Male,32,7,141215.27081092956,2,1,0,36545.93971826696,0
15773972,608,France,Male,48,5,132377.05114349336,1,1,0,103602.35823210969,1
15746726,478,France,Male,31,8,83070.49539137403,1,1,0,133832.2711526222,0
15712287,659,France,Female,72,6,0.0,2,1,1,67534.19955943599,0
15702919,727,Germany,Male,30,6,78449.6588072181,1,1,0,73345.59549826116,0
15674398,647,France,Male,38,4,0.0,2,0,0,131737.06957495885,0
15797960,800,Germany,Female,56,2,154377.42141596755,1,1,0,97851.4452514843,1
15631868,741,Spain,Male,38,1,143288.1232376336,1,1,1,132454.17049075008,0
15581539,513,Spain,Male,37,3,0.0,2,0,0,15571.43575956097,0
15662736,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
15666252,705,Spain,Female,41,9,0.0,2,1,1,82837.01855359011,0
15677512,609,Spain,Female,23,3,0.0,2,1,0,110317.1228635769,0
15626114,429,France,Male,24,4,95741.75,1,1,0,46170.75,0
15810834,523,France,Female,60,4,159252.3296012939,1,1,1,53032.45727079294,0
15678910,680,France,Female,30,8,141441.75,1,1,1,16278.97,0
15694408,686,France,Male,40,2,143252.3628007836,1,1,0,150393.045463474,1
15585215,723,France,Female,26,4,0.0,2,0,0,56914.934462056546,0
15682757,734,France,Male,30,3,0.0,2,1,0,107640.25,0
15736601,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
15601848,594,France,Male,35,2,0.0,2,1,0,103480.69,0
15736008,628,France,Female,47,7,118195.57788442969,1,1,0,106851.28306725997,1
15669064,607,Germany,Male,34,2,150040.16609510995,1,1,1,59782.022848603425,0
15624528,624,Germany,Male,27,7,89184.7966976818,2,1,1,93658.75261829891,0
15598493,684,France,Male,53,7,0.0,2,0,1,106983.83490682536,0
15601274,658,Spain,Female,37,1,140351.31200173552,1,1,0,96353.76754255805,0
15702669,670,Germany,Female,44,2,109932.3825770205,2,0,1,50462.79494838158,0
15728669,599,Germany,Female,33,8,106078.2800451156,1,1,0,65402.22282691468,1
15742668,657,Spain,Female,34,7,116478.33886781603,1,1,0,81558.57955703749,0
15697441,497,France,Male,26,7,161396.65895909088,1,1,0,105806.99904296346,0
15740476,669,France,Female,41,3,128261.83662158974,2,0,1,81920.11538678767,0
15648064,649,France,Male,33,2,0.0,2,1,0,2010.98,0
15636624,779,Germany,Female,44,6,143363.06528852324,1,1,0,141915.48397836956,1
15807923,702,Germany,Female,46,10,102078.17556768107,1,1,0,78906.01487451463,1
15745844,641,Germany,Female,43,3,89366.86726358284,2,0,1,64717.30018047084,0
15786170,651,France,Male,33,4,114013.9010612467,1,0,0,85571.57283539159,0
15681081,532,Spain,Female,46,4,0.0,2,1,1,113652.77659557886,0
15684484,543,France,Male,22,8,0.0,2,0,0,127587.22,0
15785869,718,France,Female,25,7,0.0,2,1,0,30380.12,0
15763859,840,France,Female,43,7,0.0,2,1,0,90908.95,0
15658935,642,Germany,Female,38,8,113079.78727586506,2,1,0,99473.02460120566,0
15747358,639,Spain,Male,63,5,133616.14004869308,1,1,1,79937.85641847215,0
15735203,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0
15576256,582,France,Male,39,5,0.0,2,1,1,129892.93,0
15659420,653,France,Male,32,3,152112.42477950623,2,1,1,90662.35224553342,0
15593365,733,Spain,Male,39,2,78552.05738311158,1,1,1,130035.75887976146,0
15777352,561,Spain,Female,32,7,152546.13084695782,1,1,0,134685.2888691083,0
15812007,685,Spain,Male,28,6,0.0,2,1,1,64750.0026553525,0
15625461,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
15739438,528,France,Male,30,1,0.0,2,1,0,158795.33639547834,0
15611759,850,Spain,Female,52,7,121452.53393439185,2,1,1,90155.19623623602,0
15661629,519,Spain,Male,34,9,122434.80398434258,1,1,0,73752.50452816387,1
15633950,737,France,Male,41,1,101960.74,1,1,1,123547.28,0
15592386,551,France,Male,58,2,0.0,2,0,1,38551.67932040636,0
15803716,694,France,Female,29,2,0.0,2,0,1,97397.25317625591,0
15696674,648,Germany,Female,44,2,115786.77894038486,1,0,1,73071.99511457559,1
15706365,652,France,Female,48,9,101951.33482526473,1,1,1,82825.13510668692,0
15745088,456,Germany,Male,36,9,112308.02043191426,2,1,0,88814.26337135516,0
15676715,618,France,Male,67,7,0.0,2,1,1,82841.2356050822,0
15613085,617,Spain,Female,33,3,0.0,1,1,1,79662.81226668197,0
15633537,554,Germany,Female,41,9,116524.23761632136,2,1,0,65219.898830882215,0
15594720,498,Germany,Male,36,10,115025.35134183809,2,1,1,28969.361666519493,0
15684042,629,France,Male,33,2,18484.225648176987,2,0,1,33968.25831392886,0
15583303,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
15611579,771,Spain,Male,41,3,113444.0071015185,1,1,1,145707.99815754898,0
15774696,618,France,Female,72,1,31821.245912245242,2,0,1,54904.95024503262,0
15694506,605,Germany,Male,31,1,100696.75111788102,2,1,1,35101.02367286084,0
